job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,,salary_range
AI02592,ML Ops Engineer,192067,USD,EX,FL,Australia,L,Australia,50,"Linux, Deep Learning, Kubernetes, Git, GCP",Associate,19,Energy,25/3/2024,21/5/2024,1468,5,Autonomous Tech,,160Ð200k
AI02613,Head of AI,69274,USD,EN,PT,Australia,M,Austria,100,"GCP, Python, Deep Learning, PyTorch",PhD,1,Manufacturing,13/8/2024,4/9/2024,1265,6,DeepTech Ventures,,60Ð90k
AI02616,Deep Learning Engineer,61148,USD,EN,FL,Australia,L,Australia,100,"Kubernetes, Python, MLOps, TensorFlow, Deep Learning",PhD,0,Transportation,3/2/2025,21/2/2025,984,9.3,Machine Intelligence Group,,60Ð90k
AI02633,Research Scientist,104147,USD,SE,FT,Australia,S,United Kingdom,50,"Data Visualization, GCP, PyTorch, Statistics",Associate,7,Healthcare,13/3/2025,31/3/2025,1642,5.6,Digital Transformation LLC,,90Ð120k
AI02659,Autonomous Systems Engineer,68299,USD,MI,CT,Australia,S,Australia,100,"GCP, TensorFlow, Python, Linux",Associate,4,Education,27/9/2024,17/11/2024,919,9.4,Machine Intelligence Group,,60Ð90k
AI02678,AI Architect,195760,USD,EX,PT,Australia,M,Australia,100,"PyTorch, Scala, AWS, Docker",Associate,12,Government,23/4/2024,11/6/2024,1079,8.8,Smart Analytics,,160Ð200k
AI02689,AI Architect,85176,USD,MI,CT,Australia,S,Australia,0,"Python, Mathematics, Spark, Data Visualization, GCP",Bachelor,3,Real Estate,29/1/2025,27/2/2025,1464,7.6,DeepTech Ventures,,60Ð90k
AI02699,Autonomous Systems Engineer,123333,USD,MI,CT,Australia,L,Australia,100,"Spark, Kubernetes, Statistics",PhD,3,Manufacturing,9/9/2024,14/10/2024,2408,7,Cloud AI Solutions,,120Ð160k
AI02713,Data Engineer,75628,USD,MI,FT,Australia,M,Sweden,100,"NLP, SQL, Mathematics, Git, Spark",Associate,2,Retail,19/12/2024,7/2/2025,898,9.6,Predictive Systems,,60Ð90k
AI02759,Computer Vision Engineer,125074,USD,EX,PT,Australia,S,Australia,100,"MLOps, Java, SQL",PhD,10,Telecommunications,21/8/2024,25/10/2024,2232,7.6,Cognitive Computing,,120Ð160k
AI02768,AI Specialist,90241,USD,MI,PT,Australia,S,Australia,0,"Deep Learning, Python, TensorFlow",Master,2,Consulting,3/7/2024,1/9/2024,1534,5.7,DataVision Ltd,,90Ð120k
AI02783,Autonomous Systems Engineer,51501,USD,EN,FT,Australia,M,Australia,100,"Computer Vision, TensorFlow, Mathematics, SQL, Deep Learning",PhD,1,Energy,22/3/2025,10/5/2025,2499,8.6,Cloud AI Solutions,,30Ð60k
AI02801,Machine Learning Researcher,99839,USD,MI,FT,Australia,L,United Kingdom,100,"Linux, TensorFlow, Python",Bachelor,4,Gaming,11/11/2024,16/1/2025,1940,8.6,Predictive Systems,,90Ð120k
AI02834,Machine Learning Researcher,127521,USD,SE,PT,Australia,L,United Kingdom,50,"Azure, SQL, PyTorch",Bachelor,6,Gaming,10/12/2024,29/12/2024,835,6.2,Neural Networks Co,,120Ð160k
AI02848,AI Software Engineer,233372,USD,EX,FT,Australia,M,Australia,50,"PyTorch, Scala, NLP",Master,13,Real Estate,14/2/2025,31/3/2025,1578,6.8,Smart Analytics,,200Ð250k
AI02850,AI Research Scientist,127437,USD,SE,PT,Australia,M,Austria,0,"Azure, Kubernetes, Computer Vision",Bachelor,6,Healthcare,30/9/2024,25/11/2024,529,6.4,Advanced Robotics,,120Ð160k
AI02851,Robotics Engineer,168778,USD,SE,CT,Australia,L,Australia,50,"NLP, MLOps, Scala, GCP",Bachelor,5,Government,18/4/2025,3/5/2025,1675,9,Autonomous Tech,,160Ð200k
AI02881,Research Scientist,121034,USD,MI,PT,Australia,L,Switzerland,100,"SQL, Tableau, TensorFlow",Associate,4,Telecommunications,9/5/2024,30/5/2024,689,8.6,Smart Analytics,,120Ð160k
AI02980,ML Ops Engineer,235830,USD,EX,PT,Australia,L,Australia,50,"Data Visualization, Linux, Python, Hadoop",PhD,12,Real Estate,13/1/2024,18/3/2024,2052,6.5,Algorithmic Solutions,,200Ð250k
AI02988,AI Research Scientist,154321,USD,EX,FT,Australia,M,Australia,50,"Docker, Spark, Hadoop, Mathematics",Bachelor,18,Healthcare,30/9/2024,6/11/2024,1911,9.6,Machine Intelligence Group,,120Ð160k
AI03025,AI Architect,192167,USD,EX,FT,Australia,S,Australia,50,"Mathematics, GCP, Scala",Bachelor,14,Transportation,5/4/2025,10/5/2025,621,8,Autonomous Tech,,160Ð200k
AI03099,AI Product Manager,74511,USD,EN,PT,Australia,L,Singapore,50,"PyTorch, Scala, Computer Vision, GCP, Spark",PhD,0,Media,31/12/2024,14/3/2025,599,9.6,Digital Transformation LLC,,60Ð90k
AI03112,Deep Learning Engineer,74725,USD,EN,CT,Australia,M,China,50,"Python, Hadoop, Spark",Associate,1,Government,2/8/2024,17/8/2024,1736,8.7,Future Systems,,60Ð90k
AI03144,AI Research Scientist,187201,USD,EX,FT,Australia,L,Australia,0,"SQL, Hadoop, NLP",PhD,19,Energy,28/8/2024,16/9/2024,599,5.9,Advanced Robotics,,160Ð200k
AI03187,Autonomous Systems Engineer,133477,USD,SE,CT,Australia,L,Australia,0,"MLOps, SQL, Kubernetes, Scala, PyTorch",Associate,7,Media,10/9/2024,11/10/2024,844,5.8,Neural Networks Co,,120Ð160k
AI03193,NLP Engineer,76926,USD,MI,PT,Australia,S,France,50,"Computer Vision, PyTorch, TensorFlow, Azure, Linux",Master,4,Energy,7/4/2025,20/5/2025,2475,7.9,Cloud AI Solutions,,60Ð90k
AI03225,NLP Engineer,191781,USD,EX,PT,Australia,S,China,50,"Git, Statistics, Data Visualization, Deep Learning",Bachelor,10,Consulting,19/10/2024,20/12/2024,1034,6.8,Machine Intelligence Group,,160Ð200k
AI03239,AI Architect,181001,USD,EX,FL,Australia,S,France,0,"Mathematics, Deep Learning, Git, MLOps",PhD,18,Education,29/3/2025,22/5/2025,2332,5.3,Predictive Systems,,160Ð200k
AI03262,Autonomous Systems Engineer,183553,USD,EX,CT,Australia,S,United States,100,"Java, Linux, MLOps, Kubernetes",PhD,19,Transportation,1/3/2024,24/4/2024,1260,7,Advanced Robotics,,160Ð200k
AI03294,AI Software Engineer,95938,USD,MI,FT,Australia,S,Australia,0,"Python, Java, Kubernetes, Azure",Bachelor,2,Finance,8/5/2024,12/6/2024,2122,9.2,Advanced Robotics,,90Ð120k
AI03296,AI Specialist,95499,USD,MI,FL,Australia,S,Norway,0,"Docker, Java, Linux, Computer Vision",PhD,3,Energy,22/7/2024,25/8/2024,1033,7.2,Future Systems,,90Ð120k
AI03318,AI Research Scientist,68516,USD,EN,FT,Australia,L,Australia,50,"NLP, Scala, TensorFlow",Bachelor,1,Education,25/2/2024,28/3/2024,1153,5.4,Smart Analytics,,60Ð90k
AI03341,AI Product Manager,125516,USD,EX,FT,Australia,S,Australia,100,"Python, Mathematics, TensorFlow, Tableau",PhD,12,Real Estate,29/4/2025,26/6/2025,1818,6.9,AI Innovations,,120Ð160k
AI03377,Data Scientist,80618,USD,EN,PT,Australia,L,Australia,100,"Python, TensorFlow, Scala",Master,0,Consulting,11/1/2025,17/2/2025,966,9.8,AI Innovations,,60Ð90k
AI03406,Data Engineer,62047,USD,EN,CT,Australia,L,Australia,100,"Spark, Linux, MLOps, Mathematics",Bachelor,0,Manufacturing,28/8/2024,21/10/2024,1109,5.6,TechCorp Inc,,60Ð90k
AI03412,Computer Vision Engineer,61796,USD,EN,CT,Australia,M,Australia,100,"Scala, Azure, R, Computer Vision",PhD,0,Government,11/3/2025,17/4/2025,1670,9.2,AI Innovations,,60Ð90k
AI03413,AI Software Engineer,91480,USD,MI,FL,Australia,M,Australia,100,"Python, Deep Learning, TensorFlow, Mathematics",Bachelor,4,Transportation,31/3/2024,20/5/2024,1760,8,Autonomous Tech,,90Ð120k
AI03439,Deep Learning Engineer,123389,USD,SE,FL,Australia,S,Australia,50,"PyTorch, Spark, Azure, GCP",PhD,5,Real Estate,29/9/2024,8/11/2024,2429,5.5,Smart Analytics,,120Ð160k
AI03455,Autonomous Systems Engineer,151691,USD,SE,FL,Australia,L,Australia,50,"Spark, Azure, PyTorch, Scala",Associate,7,Media,18/4/2025,19/6/2025,1387,6.5,Cognitive Computing,,120Ð160k
AI03505,Deep Learning Engineer,70797,USD,EN,PT,Australia,L,Australia,50,"Kubernetes, Git, TensorFlow",Master,1,Retail,17/4/2024,5/5/2024,2015,8,Smart Analytics,,60Ð90k
AI03575,Data Engineer,84000,USD,MI,FL,Australia,M,Australia,50,"Python, Deep Learning, Azure, Linux, Git",Master,4,Media,29/6/2024,25/7/2024,1999,5.2,Digital Transformation LLC,,60Ð90k
AI03592,Data Scientist,164033,USD,SE,FL,Australia,L,Australia,100,"Computer Vision, GCP, Mathematics, SQL",Bachelor,6,Gaming,17/8/2024,13/10/2024,1324,7.2,Digital Transformation LLC,,160Ð200k
AI03608,Computer Vision Engineer,289765,USD,EX,FT,Australia,L,Australia,50,"Tableau, R, Scala",PhD,18,Energy,22/4/2024,9/6/2024,2485,9.6,Cognitive Computing,,250Ð300k
AI03611,Deep Learning Engineer,239105,USD,EX,FL,Australia,L,Australia,100,"Computer Vision, Python, Hadoop",PhD,10,Education,13/3/2024,19/4/2024,754,8.6,DeepTech Ventures,,200Ð250k
AI03648,Robotics Engineer,167175,USD,SE,CT,Australia,L,Australia,0,"Python, Scala, GCP",Associate,8,Education,4/6/2024,20/7/2024,631,6.5,TechCorp Inc,,160Ð200k
AI03651,AI Software Engineer,90891,USD,MI,PT,Australia,M,Denmark,50,"GCP, R, Tableau, Linux",PhD,4,Manufacturing,31/5/2024,22/6/2024,1476,7.3,Algorithmic Solutions,,90Ð120k
AI03669,Data Analyst,75483,USD,EN,FT,Australia,M,Denmark,100,"Python, Git, Hadoop, Scala, GCP",Associate,0,Telecommunications,17/5/2024,23/7/2024,826,8.8,Digital Transformation LLC,,60Ð90k
AI03696,Data Engineer,87328,USD,EN,FL,Australia,L,Australia,100,"AWS, Data Visualization, GCP",Associate,0,Manufacturing,16/7/2024,12/9/2024,2109,7.3,Neural Networks Co,,60Ð90k
AI03709,Data Engineer,60632,USD,EN,FL,Australia,L,France,100,"SQL, R, Kubernetes",Bachelor,1,Technology,21/4/2024,15/5/2024,1877,7.5,Predictive Systems,,60Ð90k
AI03722,Computer Vision Engineer,97323,USD,MI,FL,Australia,M,Australia,50,"MLOps, Python, TensorFlow, Linux",PhD,3,Education,16/3/2025,18/5/2025,1527,7.9,Smart Analytics,,90Ð120k
AI03724,Machine Learning Researcher,77756,USD,EN,PT,Australia,M,Australia,100,"Kubernetes, Linux, PyTorch, Data Visualization",Bachelor,0,Automotive,30/1/2024,28/3/2024,2304,9.1,Autonomous Tech,,60Ð90k
AI03738,Computer Vision Engineer,74655,USD,MI,PT,Australia,M,Australia,0,"TensorFlow, Scala, Data Visualization, Git",PhD,4,Automotive,24/4/2024,25/6/2024,2080,5.4,Autonomous Tech,,60Ð90k
AI03787,Robotics Engineer,80433,USD,EN,PT,Australia,L,Finland,0,"Java, Computer Vision, Docker, R, Tableau",Associate,0,Retail,17/2/2024,15/4/2024,1989,6.7,AI Innovations,,60Ð90k
AI03796,Data Analyst,89123,USD,MI,FT,Australia,S,Switzerland,50,"MLOps, Azure, Mathematics, Computer Vision, Python",Bachelor,2,Manufacturing,18/10/2024,30/12/2024,1266,7.1,Cloud AI Solutions,,60Ð90k
AI03858,Deep Learning Engineer,95715,USD,MI,FL,Australia,M,Australia,100,"Tableau, Linux, Java",PhD,4,Government,25/6/2024,12/8/2024,2004,9.3,DeepTech Ventures,,90Ð120k
AI03868,Data Engineer,124142,USD,MI,FL,Australia,L,Australia,100,"AWS, Mathematics, Scala, Statistics",Bachelor,4,Manufacturing,12/6/2024,9/7/2024,2184,5.6,Future Systems,,120Ð160k
AI03884,AI Product Manager,105208,USD,SE,CT,Australia,M,Australia,0,"Statistics, Kubernetes, AWS",Bachelor,6,Automotive,8/2/2024,6/3/2024,1973,5.1,TechCorp Inc,,90Ð120k
AI03896,Machine Learning Researcher,122831,USD,SE,PT,Australia,S,Australia,0,"R, Kubernetes, NLP",Bachelor,8,Technology,28/10/2024,17/11/2024,833,6.1,Predictive Systems,,120Ð160k
AI03931,Head of AI,89634,USD,MI,FL,Australia,L,Australia,50,"Git, Azure, Kubernetes, GCP",Associate,2,Media,22/7/2024,7/9/2024,1429,8.3,AI Innovations,,60Ð90k
AI03937,Machine Learning Engineer,86015,USD,MI,FT,Australia,L,Australia,100,"MLOps, PyTorch, Java",Master,2,Energy,15/1/2024,6/2/2024,1137,7.8,Digital Transformation LLC,,60Ð90k
AI03951,AI Product Manager,56642,USD,EN,FL,Australia,M,Australia,50,"Scala, Mathematics, Tableau, PyTorch, Hadoop",Master,1,Retail,8/6/2024,19/7/2024,1122,9.2,TechCorp Inc,,30Ð60k
AI03976,Data Analyst,152803,USD,SE,FT,Australia,L,Norway,0,"Docker, TensorFlow, Computer Vision",Bachelor,7,Retail,31/5/2024,27/7/2024,603,5.6,DeepTech Ventures,,120Ð160k
AI03992,AI Product Manager,86140,USD,EN,FT,Australia,L,Australia,100,"Docker, Git, Hadoop, Data Visualization",Bachelor,1,Transportation,26/3/2024,12/5/2024,2001,5.8,Advanced Robotics,,60Ð90k
AI04013,Autonomous Systems Engineer,124151,USD,EX,FT,Australia,S,France,0,"GCP, Git, Deep Learning, Data Visualization",Associate,16,Finance,4/4/2024,24/4/2024,529,7.1,Algorithmic Solutions,,120Ð160k
AI04014,Computer Vision Engineer,87402,USD,MI,FT,Australia,L,Australia,50,"Python, TensorFlow, MLOps, Hadoop, Statistics",PhD,2,Government,20/12/2024,18/1/2025,1627,5,Smart Analytics,,60Ð90k
AI04027,Autonomous Systems Engineer,84350,USD,MI,FT,Australia,L,Australia,0,"Spark, Java, Git",Associate,2,Healthcare,2/6/2024,5/8/2024,2007,5,Predictive Systems,,60Ð90k
AI04048,AI Architect,157518,USD,SE,FT,Australia,L,France,50,"SQL, MLOps, Linux, Mathematics, Statistics",Master,8,Media,25/11/2024,22/1/2025,2461,9.8,Cloud AI Solutions,,120Ð160k
AI04146,Machine Learning Engineer,119384,USD,SE,FT,Australia,M,Switzerland,100,"Kubernetes, Azure, Git",PhD,6,Education,9/1/2025,19/3/2025,607,7.9,Cloud AI Solutions,,90Ð120k
AI04161,AI Research Scientist,49858,USD,EN,PT,Australia,S,Australia,0,"NLP, SQL, Scala, Computer Vision",Master,0,Finance,8/1/2025,7/2/2025,1312,7.2,Quantum Computing Inc,,30Ð60k
AI04166,AI Consultant,106981,USD,MI,FL,Australia,L,Switzerland,100,"Tableau, Python, NLP",Associate,4,Media,10/11/2024,14/1/2025,2387,9.5,Autonomous Tech,,90Ð120k
AI04214,AI Research Scientist,200157,USD,EX,FL,Australia,S,Australia,50,"Docker, Python, NLP, Git, Spark",Associate,10,Healthcare,15/1/2025,6/2/2025,1939,6.2,Algorithmic Solutions,,200Ð250k
AI04237,Robotics Engineer,146612,USD,SE,FT,Australia,M,Australia,100,"Hadoop, Git, Mathematics, AWS",Bachelor,5,Media,8/1/2024,10/3/2024,2044,7.7,Quantum Computing Inc,,120Ð160k
AI04253,Robotics Engineer,128003,USD,SE,FT,Australia,L,Australia,50,"Linux, Hadoop, Git",Associate,7,Manufacturing,23/9/2024,16/11/2024,1072,7.4,Cloud AI Solutions,,120Ð160k
AI04284,Computer Vision Engineer,65824,USD,EN,CT,Australia,M,Australia,100,"Statistics, Tableau, AWS",Master,0,Telecommunications,5/4/2025,21/5/2025,1332,5.9,Future Systems,,60Ð90k
AI04301,AI Research Scientist,137061,USD,SE,PT,Australia,S,Australia,50,"Java, PyTorch, NLP",PhD,5,Education,13/2/2024,16/3/2024,1971,6.9,Future Systems,,120Ð160k
AI04320,Machine Learning Researcher,256973,USD,EX,CT,Australia,L,Australia,50,"Tableau, GCP, Spark",Associate,11,Transportation,30/5/2024,13/7/2024,857,8.1,Predictive Systems,,250Ð300k
AI04344,NLP Engineer,64449,USD,EN,FL,Australia,S,Australia,100,"Hadoop, Python, Azure, Statistics",PhD,0,Gaming,13/4/2025,7/5/2025,1691,5.4,Machine Intelligence Group,,60Ð90k
AI04416,Deep Learning Engineer,253344,USD,EX,PT,Australia,L,Australia,100,"Java, AWS, MLOps, SQL",Associate,12,Automotive,9/11/2024,11/1/2025,2456,5.3,TechCorp Inc,,250Ð300k
AI04427,AI Product Manager,46731,USD,EN,FT,Australia,S,China,100,"R, Hadoop, NLP, Deep Learning, Kubernetes",Master,1,Technology,10/4/2025,20/5/2025,1513,5.9,DataVision Ltd,,30Ð60k
AI04501,Machine Learning Engineer,215515,USD,EX,CT,Australia,S,Australia,50,"Kubernetes, Mathematics, Statistics, Java, Hadoop",Master,11,Technology,26/1/2024,4/3/2024,1706,6.1,Quantum Computing Inc,,200Ð250k
AI04533,AI Research Scientist,215521,USD,EX,CT,Australia,M,United Kingdom,50,"Azure, NLP, Git, Deep Learning",Associate,15,Energy,21/1/2024,14/2/2024,926,10,Cloud AI Solutions,,200Ð250k
AI04541,NLP Engineer,96983,USD,MI,CT,Australia,S,Australia,50,"SQL, PyTorch, Docker, AWS, Data Visualization",PhD,2,Media,22/4/2024,8/5/2024,2099,7.1,Machine Intelligence Group,,90Ð120k
AI04569,NLP Engineer,97398,USD,MI,PT,Australia,M,Australia,0,"Scala, Linux, Data Visualization, SQL",Master,2,Healthcare,11/10/2024,24/12/2024,2174,6.9,TechCorp Inc,,90Ð120k
AI04580,Research Scientist,127287,USD,SE,FT,Australia,M,Australia,50,"Git, GCP, Tableau, Statistics",Master,6,Automotive,27/8/2024,21/9/2024,1394,5.7,Smart Analytics,,120Ð160k
AI04604,Research Scientist,68045,USD,MI,FL,Australia,S,Australia,100,"Spark, Computer Vision, Java, R",Master,3,Gaming,1/6/2024,5/7/2024,1848,6,DeepTech Ventures,,60Ð90k
AI04675,AI Architect,63023,USD,EN,CT,Australia,S,Australia,50,"R, Tableau, Azure",Bachelor,1,Telecommunications,25/6/2024,10/7/2024,996,9.8,DeepTech Ventures,,60Ð90k
AI04692,AI Specialist,135354,USD,SE,PT,Australia,L,Australia,50,"Tableau, Python, Kubernetes, Spark",Associate,5,Gaming,20/11/2024,31/12/2024,2140,7.6,Neural Networks Co,,120Ð160k
AI04698,Autonomous Systems Engineer,112267,USD,MI,PT,Australia,L,Ireland,0,"GCP, Data Visualization, Python, Linux, Docker",Bachelor,3,Technology,12/9/2024,15/10/2024,1613,8.1,Smart Analytics,,90Ð120k
AI04714,AI Consultant,77459,USD,EN,CT,Australia,L,Australia,100,"MLOps, Kubernetes, Azure",PhD,1,Gaming,18/3/2024,7/5/2024,915,6.1,Cognitive Computing,,60Ð90k
AI04717,Principal Data Scientist,68167,USD,MI,FT,Australia,S,Canada,50,"Python, AWS, SQL, Data Visualization, TensorFlow",Master,2,Consulting,2/6/2024,29/6/2024,783,8.7,Neural Networks Co,,60Ð90k
AI04724,Machine Learning Engineer,98611,USD,MI,FT,Australia,S,Australia,100,"MLOps, Hadoop, R, SQL",Bachelor,3,Gaming,24/2/2025,17/3/2025,1243,8.5,Cognitive Computing,,90Ð120k
AI04738,Machine Learning Engineer,117957,USD,SE,CT,Australia,L,Australia,0,"Computer Vision, Python, Docker, SQL",Master,6,Healthcare,13/1/2024,14/3/2024,1243,7.7,DataVision Ltd,,90Ð120k
AI04751,AI Software Engineer,53421,USD,EN,PT,Australia,S,Australia,50,"Java, GCP, Linux",Bachelor,1,Consulting,16/6/2024,11/7/2024,975,6.2,Quantum Computing Inc,,30Ð60k
AI04754,ML Ops Engineer,107349,USD,SE,CT,Australia,M,Netherlands,50,"Python, Git, Mathematics, SQL",Associate,5,Automotive,2/2/2025,9/3/2025,1035,5.5,Predictive Systems,,90Ð120k
AI04757,Deep Learning Engineer,85575,USD,MI,CT,Australia,M,Australia,50,"Azure, AWS, Deep Learning, TensorFlow, Statistics",Bachelor,3,Finance,2/7/2024,4/9/2024,2149,6.9,Quantum Computing Inc,,60Ð90k
AI04761,Deep Learning Engineer,79846,USD,MI,FL,Australia,M,Australia,0,"AWS, Data Visualization, Docker, Python, TensorFlow",Master,4,Telecommunications,5/7/2024,8/8/2024,704,5.5,Cloud AI Solutions,,60Ð90k
AI04769,Computer Vision Engineer,61307,USD,EN,FL,Australia,M,Australia,100,"Tableau, MLOps, Scala, NLP, PyTorch",Bachelor,0,Consulting,20/4/2024,26/5/2024,765,7.9,DataVision Ltd,,60Ð90k
AI04781,ML Ops Engineer,131390,USD,SE,FL,Australia,M,Australia,100,"TensorFlow, Python, GCP, PyTorch, R",Associate,7,Gaming,13/4/2025,30/4/2025,2029,5.8,Future Systems,,120Ð160k
AI04805,Head of AI,144311,USD,SE,FL,Australia,L,Australia,0,"Scala, GCP, Data Visualization",Master,9,Transportation,21/9/2024,7/10/2024,2005,7.2,Algorithmic Solutions,,120Ð160k
AI04810,Data Analyst,223675,USD,EX,FL,Australia,L,Australia,50,"Data Visualization, Python, TensorFlow, Computer Vision, MLOps",Bachelor,14,Healthcare,22/8/2024,7/9/2024,1938,9.6,Neural Networks Co,,200Ð250k
AI04856,ML Ops Engineer,122025,USD,MI,CT,Australia,L,Germany,100,"R, Tableau, Python",Bachelor,3,Retail,19/7/2024,30/9/2024,1668,5.5,Cognitive Computing,,120Ð160k
AI04857,Research Scientist,104698,USD,SE,FT,Australia,S,Australia,50,"AWS, Scala, NLP, SQL",Bachelor,6,Energy,5/11/2024,7/1/2025,1844,8.1,Machine Intelligence Group,,90Ð120k
AI04860,Principal Data Scientist,60615,USD,EN,FL,Australia,S,Australia,0,"GCP, Java, MLOps",Master,1,Energy,4/9/2024,5/11/2024,1175,9.5,Algorithmic Solutions,,60Ð90k
AI04873,Robotics Engineer,64321,USD,EN,FT,Australia,S,Australia,0,"TensorFlow, Python, Tableau",Bachelor,1,Manufacturing,16/12/2024,26/1/2025,973,5,Quantum Computing Inc,,60Ð90k
AI04924,AI Consultant,49213,USD,EN,CT,Australia,S,Singapore,50,"PyTorch, SQL, Statistics",Associate,1,Technology,6/12/2024,9/1/2025,1925,9.7,Future Systems,,30Ð60k
AI05002,Data Engineer,94160,USD,MI,FT,Australia,L,South Korea,50,"TensorFlow, AWS, Tableau, NLP",PhD,3,Retail,19/1/2025,16/2/2025,1133,5.7,Smart Analytics,,90Ð120k
AI05009,Autonomous Systems Engineer,94844,USD,MI,FL,Australia,M,Australia,50,"Linux, TensorFlow, Deep Learning, SQL, Git",Bachelor,4,Healthcare,5/10/2024,31/10/2024,503,9.2,Cognitive Computing,,90Ð120k
AI05044,Deep Learning Engineer,80349,USD,EN,FT,Australia,L,Australia,0,"R, Azure, Statistics, Python, GCP",Associate,1,Real Estate,25/8/2024,8/9/2024,1866,9.3,Cognitive Computing,,60Ð90k
AI05067,Data Scientist,181979,USD,EX,CT,Australia,M,Australia,0,"Mathematics, Azure, SQL, Hadoop",Associate,17,Consulting,18/4/2024,16/6/2024,735,8.2,Quantum Computing Inc,,160Ð200k
AI05089,AI Architect,135093,USD,SE,CT,Australia,M,Switzerland,100,"Linux, Git, Statistics, Scala",Associate,6,Government,12/1/2025,23/2/2025,1748,8.3,Cognitive Computing,,120Ð160k
AI05098,AI Research Scientist,98606,USD,MI,PT,Australia,L,Australia,50,"AWS, Git, Deep Learning",Bachelor,2,Retail,23/12/2024,6/1/2025,1069,6.2,Digital Transformation LLC,,90Ð120k
AI05104,Autonomous Systems Engineer,205127,USD,EX,PT,Australia,M,Australia,100,"Azure, Scala, Java, Data Visualization, SQL",Bachelor,11,Manufacturing,7/4/2024,21/5/2024,633,9.9,DeepTech Ventures,,200Ð250k
AI05123,Computer Vision Engineer,136886,USD,SE,CT,Australia,S,South Korea,50,"TensorFlow, Azure, Tableau",PhD,7,Technology,4/8/2024,27/9/2024,2445,7.3,Algorithmic Solutions,,120Ð160k
AI05135,Data Scientist,106118,USD,MI,FL,Australia,M,Australia,100,"Java, R, Tableau, Data Visualization, Deep Learning",Master,3,Telecommunications,21/7/2024,1/10/2024,548,7.3,Cognitive Computing,,90Ð120k
AI05148,ML Ops Engineer,165378,USD,EX,FT,Australia,S,Australia,100,"Data Visualization, Docker, Kubernetes, Hadoop, Linux",PhD,13,Transportation,5/4/2024,12/6/2024,1011,5.3,Advanced Robotics,,160Ð200k
AI05165,ML Ops Engineer,48515,USD,EN,FT,Australia,S,Norway,100,"Python, Deep Learning, Tableau",Master,1,Automotive,9/5/2024,21/7/2024,1597,7.3,TechCorp Inc,,30Ð60k
AI05178,Autonomous Systems Engineer,207395,USD,EX,PT,Australia,M,Australia,50,"Data Visualization, Linux, Azure, Statistics, PyTorch",Master,17,Energy,10/1/2025,3/3/2025,1525,5.6,Future Systems,,200Ð250k
AI05188,Computer Vision Engineer,218544,USD,EX,FL,Australia,M,Ireland,100,"Computer Vision, SQL, GCP, Linux, Tableau",Master,11,Finance,20/4/2025,5/6/2025,2218,5.6,Advanced Robotics,,200Ð250k
AI05209,Machine Learning Engineer,58260,USD,EN,FL,Australia,S,Australia,100,"Spark, AWS, Docker, Java",Associate,0,Finance,31/1/2024,11/4/2024,1190,9,AI Innovations,,30Ð60k
AI05218,AI Specialist,122344,USD,MI,CT,Australia,L,Netherlands,50,"Python, TensorFlow, Java",Master,3,Finance,21/1/2024,5/2/2024,1162,9.3,Cloud AI Solutions,,120Ð160k
AI05219,Research Scientist,257666,USD,EX,PT,Australia,L,Australia,0,"SQL, PyTorch, Java",Associate,12,Transportation,28/8/2024,1/11/2024,1613,8.1,DataVision Ltd,,250Ð300k
AI05228,Research Scientist,58950,USD,EN,FL,Australia,S,Australia,50,"Scala, Python, TensorFlow, GCP, Hadoop",PhD,1,Real Estate,22/1/2025,31/3/2025,699,8.8,Cloud AI Solutions,,30Ð60k
AI05230,Data Scientist,139628,USD,SE,PT,Australia,L,Australia,0,"Python, Linux, Azure",Associate,7,Telecommunications,8/3/2025,14/4/2025,656,8.5,DeepTech Ventures,,120Ð160k
AI05263,Data Analyst,98023,USD,MI,CT,Australia,L,Israel,100,"Python, Hadoop, Tableau",Bachelor,4,Retail,26/3/2025,17/4/2025,2204,9.2,Cognitive Computing,,90Ð120k
AI05276,NLP Engineer,142805,USD,SE,FT,Australia,M,Australia,0,"Hadoop, Statistics, Kubernetes, Azure",Master,6,Manufacturing,24/9/2024,21/11/2024,2395,5.7,Cloud AI Solutions,,120Ð160k
AI05294,NLP Engineer,157366,USD,SE,FL,Australia,L,Australia,50,"Python, Kubernetes, TensorFlow, Hadoop",Master,8,Government,30/12/2024,5/2/2025,1999,6.3,Digital Transformation LLC,,120Ð160k
AI05336,Machine Learning Engineer,138378,USD,EX,FT,Australia,M,Australia,50,"SQL, Git, Data Visualization",PhD,11,Technology,13/11/2024,7/1/2025,2002,5.3,Smart Analytics,,120Ð160k
AI05418,Data Analyst,77776,USD,EN,PT,Australia,L,Germany,100,"SQL, Python, Kubernetes, Linux, Scala",PhD,1,Transportation,23/11/2024,22/1/2025,1761,5.3,Algorithmic Solutions,,60Ð90k
AI05451,Data Analyst,62980,USD,EN,FT,Australia,L,Australia,50,"Kubernetes, Python, Computer Vision, TensorFlow, Linux",Associate,1,Real Estate,10/12/2024,4/1/2025,503,8.7,Future Systems,,60Ð90k
AI05457,Autonomous Systems Engineer,52089,USD,EN,FT,Australia,S,Australia,0,"MLOps, Python, TensorFlow",PhD,0,Healthcare,22/5/2024,14/7/2024,1736,7.1,DeepTech Ventures,,30Ð60k
